PID,Sale_Price
910251050,58727.07191362306
903454090,133947.43101940968
528253010,219207.18392946536
527183060,207035.07048512026
907135180,135934.909916684
906380110,232948.33330147678
907192020,185825.19707408152
902402150,99501.59408187395
909276170,187636.68053469455
906412010,354060.10741435486
905452140,141148.36940881528
531376030,182372.1064933573
534277070,121784.04079652102
910202060,109568.74313362615
906226080,146867.7416577898
903231090,131770.34857011426
527359010,184768.21892266267
923228370,84447.16510921913
906402060,266402.47126370773
903426010,127624.80464034146
905200350,158164.89178547086
535353130,116891.27852401894
907285040,263985.0211123353
923252080,123546.29133653983
909250160,91889.30807237353
907135230,149062.9060631831
907131120,205742.03807407038
532476050,257782.09730196162
905104110,136693.70283475658
528104080,438577.5806821172
528181070,219355.26184474377
907285020,245076.15609241213
534129370,162057.81043316374
907401080,208490.55333636288
528348030,271498.0636255752
905475500,85279.77540300263
903453080,189506.0697932735
903232090,145217.88069365182
531363080,145614.90630756208
528174030,203862.51271800816
534129380,138560.08279692146
528431020,252186.10133474375
532376040,127734.29417538716
903201020,140219.28780565318
905105170,120868.28592421519
533210010,167807.40723652183
902201130,119603.83057102677
532378220,123778.33840229562
902405120,113750.7828118036
907414060,187811.13888550634
528222020,177239.60870142622
923203190,172837.52332456864
903233080,150971.40963438927
531450120,192535.7710988778
907181090,199294.99538556777
528166150,333694.2745939099
905480160,107983.51818131036
534475170,167323.6162051579
914478045,146254.4686482805
531371070,193734.28677369413
527165170,176215.6657805124
905202230,189840.1992922571
909425180,207361.49220723668
528315110,339392.3767865018
907192130,222178.2262509666
526355190,266459.6275276107
909176080,182071.60022159095
535353180,210535.16829349753
535300040,130300.12388840975
905200160,107456.1191569284
528458060,215740.06325384128
907254050,204788.25417913977
527163040,175407.6860352993
531452260,180424.51758823867
528222040,193128.85778378122
923225360,91464.6019366663
535457040,134881.36015128373
904100170,136034.62558553598
528218060,169188.4633104308
908188150,139430.04074441348
534252110,130122.11856123462
909281030,128424.45542868064
527354050,181699.12965107113
909275020,150128.48831042802
907414070,173867.01149465816
924151040,273922.2294174
903452025,90786.94859831368
528280130,202310.39010523714
528181030,188833.96460007248
533221030,176734.08341108437
533208070,160870.07942493955
902207120,95386.68420743293
533205110,213548.9364842291
533212110,152195.55627181314
923276250,201480.11479004027
527183030,201341.27592688982
906402200,324294.33141079976
527106140,190295.49441051713
535383070,117607.65374961392
528174040,194285.27529790002
903481130,87611.32674815312
528106010,333835.61815534113
533223100,146110.11222630407
528188090,162884.0466194718
526353030,231560.01402571387
911103060,125891.9779825063
533251120,163164.22430805647
533254100,182927.9075506418
909426090,166938.0571175952
904352190,138375.79121551427
910226040,146582.1669277556
908130020,139346.2752999066
528458130,313218.39995158016
907251100,260667.96047615976
528429050,230580.4705557918
531450030,189827.69816489602
535152070,147765.45649331092
535402010,162283.1687012005
533212020,155798.99257832475
528102100,293637.48083339003
532376070,137117.20863086786
902305090,104096.83954440599
909425085,268229.81842445716
534177180,236276.02768656646
526351100,163214.48731571456
528150090,358168.41212985024
528348010,241118.64067792185
903430060,125476.75205828367
534402060,143973.49918793098
533206060,168173.83599351026
907285010,228848.80601232924
907265100,213862.39254365323
535327230,116457.39855831258
535103050,208497.38159258684
528488140,206203.37865016845
905352180,239578.6076688002
528178070,370761.06039104675
531479020,71490.16908019358
907201280,138420.09256380287
902103090,123470.1887085863
527180040,192764.2682954764
902128075,108440.53512932466
907290240,142526.68161580496
528235190,182962.86885248608
527455100,144826.897365858
533130020,227813.4784504245
903476090,112098.89117677027
533212010,150780.20280724223
528292030,275139.0418795936
535353240,164310.25241513154
535475010,141807.3791294893
908127120,119895.38363518543
923226320,81444.88189855048
909452050,226135.0104220007
905427030,296806.5521428219
923225510,130385.91032885334
902302150,131738.25734139228
528222010,273969.95734870073
902106040,161823.3228641019
903236040,103173.26140397067
527455240,120048.92590212285
905227050,129003.46329199203
906380180,192988.63332335767
923228390,81066.92244562932
527365010,263091.21557864733
535376060,142225.40199229927
528429080,258436.87325602668
905107300,158887.6323576049
909475020,233276.97910950432
527403310,148695.9480220581
528228340,185403.4593347699
903231060,43678.617192572856
534202160,145696.25104303577
907192150,186114.34353408997
527163080,165137.49239188587
528228430,209476.12897222582
914467050,206349.92992056836
909175080,50150.38422989422
902206040,129858.26749122249
916477060,284127.5430289211
911204100,78058.88470121931
528480150,192148.2383951379
909254090,162767.82282945822
905228050,42384.51978847032
907425010,143369.89818710252
906201021,153624.6462772118
902207110,81541.5886673176
911370520,274286.8733443598
534427140,148419.55916771194
528431030,210134.89189056013
904302030,153307.69486862794
923201020,143467.97144284257
905103110,125794.05858806975
907285050,187997.80925673907
905475150,127467.58013325697
528427070,233838.28678356585
534178010,138079.57505098425
908154195,212187.36332696694
909281130,266690.3741810589
