PID,Sale_Price
908276150,74739.30726180502
903451090,146080.02073823102
527110080,179612.36707987773
535457010,141558.1467543463
903484020,138851.306809107
905479110,118556.42929218855
527452310,126758.71401663343
528228445,189162.05634700318
923225370,100886.14640946791
528344040,333142.6893919568
532377050,144349.16777591544
535176050,148163.99577034268
906340100,343988.5546759658
533212050,163448.65080161317
909428180,187995.48730461288
535379110,142086.78818787108
534250400,190867.42420974313
527450520,109230.80217846535
527452150,134432.32445797758
903225040,127018.19887958941
911370410,281272.19611650216
905226080,165395.45555723165
914467050,208389.8821953224
908152260,148419.80165592764
534451170,81434.41639928968
923228310,78196.43006637822
910201180,152132.11228681405
534476100,132193.16436155018
923225080,121716.65086464844
906223210,231625.25518853447
905480150,88803.7404706924
903452090,123270.3860455224
527208010,371869.40537274815
906426090,173526.34087712492
903231090,139505.33918443
535152280,150021.45360648606
528458180,219090.00682774698
532354060,126444.51926867683
909279040,108058.30936931916
527353060,251017.98125171184
916176030,158750.64965529347
533110130,281693.3310961649
911370450,270440.9253676616
528118110,337149.92171256215
528228270,194565.42282384745
905480240,93557.17312740406
914460020,196633.6652059912
534428060,135909.85964296156
534252240,165167.4626764811
908102050,108520.08701817575
914475030,187203.87250716123
533221040,170500.0342619425
535451170,95127.11289273952
905451340,83835.32951370074
528118040,409383.118452372
903200080,211342.4356541337
527162110,191743.3619491235
535381040,154363.3769674967
528174020,204956.89861251635
534400290,167273.77576054353
903206070,135363.77662674806
533252130,213118.0479130375
906382030,236143.07993931018
535327200,132378.5935319951
535455080,114669.28581797426
527354160,183229.06184038144
902207120,102290.64772897415
909282060,214275.05837402827
902109140,122000.36655011399
902206270,128998.01635493225
533250050,252667.20944192793
909452050,226907.68311312824
527212060,369734.6564342795
906394060,188474.96526000148
534401120,156957.98966147704
528435010,217018.87617644764
528315080,291934.3514748054
909275030,160470.89078044659
528102010,387447.98125749634
907200290,152505.49184520732
902300260,123032.79740055524
528150110,342335.1208245625
535450100,134328.31477526424
907285010,234743.9596909491
533253210,198583.40007692017
527301280,141207.45879837344
905478140,137442.9029151698
902204080,85992.60195177139
907201280,132320.32774060316
905476170,88834.85342830715
923228210,79531.44502835284
534226120,122559.07311374434
527301170,216412.92981972938
535453040,128407.16302034532
535150300,223593.644790826
528363020,324072.73591537133
907265100,211723.2589494752
910200060,142274.73500867016
532376160,127010.20923217756
908204180,67646.89352988897
909282130,146732.2553406707
528326110,333977.71296684735
534176230,160303.97461849742
527302210,222868.51563618996
526355170,278317.9867846543
535305180,139545.72673494814
905452150,140795.95081711025
902201090,134003.3353155751
527452190,142350.18335406593
908275280,144140.0548207407
527402210,129070.68964730456
921126010,306363.92533003783
905109130,293956.1161540992
535425070,186315.03498944434
905200290,154348.11136473532
533253060,161615.54181211957
535179050,140462.7462391904
903476100,90926.6014530621
533135020,252916.2574580285
527403120,96876.03151444039
528429080,277591.92667178233
528354100,282667.76898006705
902427150,108810.57536727178
527226040,174059.2827955482
924100060,196410.52589696558
531452180,200211.6997357466
907252050,205232.74133369196
903236200,112351.07604211305
910201130,122359.3769856065
909100080,104317.21561853008
535402010,175680.4809670676
528186100,335509.4271007425
905225020,166995.0792314011
905201110,170140.38833581572
527158090,174228.58124537102
528175010,211988.89727855197
902401010,113969.03591633309
534251320,151444.25089951337
902109120,123051.97293703264
528290170,193148.50034397843
534252060,135746.50431605527
905475510,96424.3296805092
527425060,109932.1293827394
534201130,129698.92898325145
526302110,118523.21631609608
903430050,82290.34235501334
902110130,91704.21444657804
534401110,145254.02363516312
528231020,183609.82440645073
531479020,79578.6718837444
905403060,120681.30417167833
916326010,234677.34084967634
527365030,232544.00108557986
528228295,208876.22513349014
527455250,123223.32759355978
916403040,181585.17394240954
527252090,328498.7996853181
908225240,105237.50787173459
528228285,164274.46235843658
908178050,237176.2047558202
916326040,187408.2769710517
916380060,264830.0749364438
903204010,130836.79391215112
528144020,212845.21174541852
906204230,234249.5824495019
528168030,282241.6711287137
531369060,189374.10873434524
535451100,104305.80949397497
906380010,196933.76718104398
527450460,113510.3934544666
534277070,116555.41462106364
532353050,132658.8136439788
527105140,194987.66024709793
908102330,116358.83091999283
907135230,154455.61862823507
908250030,70368.64451641841
902103090,111603.58266357046
528458120,257259.9620997957
535425060,208915.3168959879
527404100,118786.7355303858
905475160,124777.87904983578
902100010,95978.91734044772
534202020,129314.77195782149
533251110,308587.2444910877
528435050,281436.83607438806
914476130,163771.1347509058
924100050,141509.52791783545
909428280,326708.539662503
906230020,246112.44928918176
923230180,137445.73028105212
907420090,197234.72707184876
534250010,142476.62713957342
532353020,125352.76962263125
906380180,194591.95981130388
531363020,144626.4281516582
906230010,262320.3983719127
923225300,90115.88871336603
527252050,326400.2670078462
923225440,78440.40074999536
907280090,237497.32770162835
527183030,204721.6581879136
535402220,177358.553700494
532376250,120981.37188726333
914474020,206618.81296683685
907275090,223843.38023416855
528138030,390055.95953165094
908154195,462806.1092078408
527402240,178318.35872935876
903228150,133061.2037123779
531451020,198174.1061258677
909275250,154331.98031814964
903484080,17432.716179172185
534202170,152069.9760133713
906225180,196387.18514011876
916460110,197326.06446273898
528174010,197345.25986305423
528228360,201804.63326137885
903233140,128405.54064337364
535153150,164467.4742701364
533212020,162721.50484460258
909428170,245946.56540567052
534129060,204935.6730584259
527163080,156544.28610409796
908275290,123772.5431329621
903201020,124468.85240166154
528431110,286981.0564104971
903454060,80996.1134129123
903206120,175946.23155526086
527131110,259936.77813821126
906203120,261521.63879705942
908102140,114326.2714965149
527107210,194425.3328304294
923204140,148410.96080470164
527427200,182016.3341198576
528186170,201095.81781737512
906226070,106654.55357430517
527357110,140333.6531291589
534278170,143342.60169304715
534427090,118802.76841469467
905451390,158353.1554933461
534152120,161773.8436240114
535179120,115299.95970381453
528435060,256739.97853763957
534427140,149910.78181145867
903429110,147262.21992289752
535105110,160243.00565399352
528366070,292738.5712932409
534129040,188770.50272564735
535454070,116004.42531298171
903429080,170231.1066188997
906226090,138348.32957978826
534479130,147669.81352227324
527451290,93644.02570156223
527106150,209178.95354475852
916253320,306227.02725587046
916455010,209416.80739635366
907201220,134281.65673132194
908188150,140640.984706772
527325090,191099.14930899013
906402070,249946.05876764096
909101010,132995.48095293474
528221100,179300.05365192099
528480170,259317.2363847704
906475110,227195.63022045765
903228080,137005.669826651
528228575,258389.91910757733
907227080,126621.36178555286
905109170,257231.945747804
528228545,176632.4511631265
534275010,131878.14747700247
903425340,117015.36982055941
902128160,114078.44802267301
533215040,272243.41146114294
911202100,81749.95867775986
528456230,201711.48882192755
535353160,115828.21693449724
902100030,80312.41091363158
528174070,195593.64361926878
528445070,238300.04710337243
902105060,117558.04056800932
909101140,137119.65596004928
532354160,128874.69315714939
528138060,209035.68331293037
527107090,177575.75283068017
904100090,180820.78640330987
528458130,322055.3509531025
535477130,145134.65721730597
533223010,174241.92937449433
528108140,421328.9546973915
907202130,159778.33158898508
527131030,266575.0299673779
527453010,155827.96679518148
907280170,211792.49791493136
528172030,302533.62259347615
905480210,110175.38390026083
902402010,141383.6076450086
528228555,182244.967039865
902404010,140699.85159490744
907253110,227280.68329904843
906204150,258614.690707941
910201050,125459.27891765418
528174030,199352.4709022843
532476050,254909.0428601374
907265030,228902.48408760558
902109160,105674.31531822708
903231240,92707.06815334951
902103150,128780.30973157457
528174040,204499.21439290955
916125425,224033.67312838227
531478010,112662.29274791255
916403250,241986.93158141497
923252080,123897.52996728956
534175140,143743.1372869768
902201120,96110.77357168334
534276190,107063.67486365153
906392090,256736.57535846747
916402015,186685.3889477739
905103110,122104.02212645227
907203090,118548.46748486326
903205085,109757.0587312879
528110080,326619.7911350441
903225140,126468.20914585942
903458110,104632.3008639985
535325350,125501.95392835412
528439010,230664.03279035946
535355100,112596.31603295545
905100060,130929.65975564069
903231080,114067.64153405136
902300110,103220.78563061725
527451460,109532.51176793878
535475010,148375.81404249367
528174050,202058.76718234
527450250,102530.81434349301
905351089,183358.38536473888
535175050,149544.58905573026
923226270,93811.31815979816
908226120,116247.35950893103
531375130,147527.58358115723
905401020,260693.09824830014
527356050,139134.58075115277
534478140,117236.73751092989
531375120,156531.63857166932
908201100,89803.70266270293
535383060,52105.5062264145
534250370,288524.3093090968
528116010,342050.0589844714
921126030,264799.3459681965
531375100,169270.26863084125
535150210,132489.49543963536
535327160,125195.05582922889
528228440,183836.45656313948
528120170,317228.307909461
527325110,188569.69265017472
528108010,246586.3723417377
909251170,159684.89285231402
528250020,192037.96858238336
527105060,185395.6629840258
534426110,136334.60424539197
534201250,160671.50464074532
907200170,137045.68261031026
908102170,148172.28925532635
535126100,133181.32642276972
533251130,207454.71692195375
532354090,156823.1903897243
905427070,220753.78869123428
528250010,172679.59413230483
905101490,136349.24086387377
527107010,183691.59627684057
534204120,147932.51163678983
528480100,197757.51411760537
535376010,96093.53527427182
908102260,149312.15129276577
534104100,207893.54568998137
909250220,135122.9977318885
923252075,137461.9013942262
528480040,251742.27726074884
903206160,150333.12839135202
527106050,171537.66183668966
910226060,142120.5049430797
902207080,124539.39251097676
535376100,96099.48677645213
535450160,90808.9859770231
908186070,146238.18723763712
528385050,261083.31896276868
903200050,81835.86343799079
903232030,88202.00243439185
527163100,179836.08074355763
907255020,244101.1409041322
528488120,196843.64588437602
527328050,162481.13099463953
907192090,210015.815301437
907135170,148018.62872658996
905201090,165177.85004420564
905107240,183797.83551356455
907126030,160244.84856412225
902128150,176999.22484852278
527132090,226982.5367461133
534402060,145102.21916101876
531477040,147323.80803975387
903430060,125786.34360067792
907254050,198894.83719072
902110080,135362.44345850503
534451130,91124.8441903562
528363110,353398.18372106896
903430040,85846.09829855553
902306120,132108.37201847153
528290060,157213.20466676928
907202220,155658.56114410906
907192120,213531.33043811668
924100040,216363.7806038496
527368010,234485.75001813454
1007100110,126522.8530105065
902405100,145132.7172331728
527216050,443662.113138168
527378140,166548.06106474914
528228430,194600.19438825073
