Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-07-06,False,17096.334112480203
1,1,2012-07-13,False,17142.041235282937
1,1,2012-07-20,False,16130.969053581275
1,1,2012-07-27,False,16585.61723549656
1,1,2012-08-03,False,17093.293289497415
1,1,2012-08-10,False,16434.44110043339
1,1,2012-08-17,False,16325.166726425208
1,1,2012-08-24,False,15852.20001824192
1,1,2012-08-31,False,18164.67718346409
1,2,2012-07-06,False,46360.8223464458
1,2,2012-07-13,False,47928.07986855197
1,2,2012-07-20,False,47533.704407927275
1,2,2012-07-27,False,46895.53226828265
1,2,2012-08-03,False,51000.753109928846
1,2,2012-08-10,False,48849.79263949084
1,2,2012-08-17,False,49841.155610081434
1,2,2012-08-24,False,49225.41411852527
1,2,2012-08-31,False,50785.93350338626
1,3,2012-07-06,False,9784.096946197427
1,3,2012-07-13,False,14835.190497237123
1,3,2012-07-20,False,17826.536744194902
1,3,2012-07-27,False,20389.2926574525
1,3,2012-08-03,False,26291.581395107187
1,3,2012-08-10,False,31180.71129782764
1,3,2012-08-17,False,44080.01369913189
1,3,2012-08-24,False,49118.94372697441
1,3,2012-08-31,False,21375.431961255945
1,4,2012-07-06,False,40662.47093775241
1,4,2012-07-13,False,37614.546659493135
1,4,2012-07-20,False,37438.30876543491
1,4,2012-07-27,False,37640.04367401569
1,4,2012-08-03,False,42061.638226532625
1,4,2012-08-10,False,39641.3607630965
1,4,2012-08-17,False,41689.301121258424
1,4,2012-08-24,False,38334.43008806674
1,4,2012-08-31,False,40474.19911816089
1,5,2012-07-06,False,19104.783988715884
1,5,2012-07-13,False,18330.162361921546
1,5,2012-07-20,False,18575.10449147391
1,5,2012-07-27,False,18044.966279687163
1,5,2012-08-03,False,19800.478244842765
1,5,2012-08-10,False,18793.246924103973
1,5,2012-08-17,False,17964.235141219375
1,5,2012-08-24,False,16403.96267086434
1,5,2012-08-31,False,17474.780252994773
1,6,2012-07-06,False,4101.839782040037
1,6,2012-07-13,False,2990.179760496534
1,6,2012-07-20,False,3314.7761509822976
1,6,2012-07-27,False,3136.763377230085
1,6,2012-08-03,False,3327.412051479734
1,6,2012-08-10,False,3141.7457869457376
1,6,2012-08-17,False,2248.394539635099
1,6,2012-08-24,False,2646.8431599544656
1,6,2012-08-31,False,3160.458444397367
1,7,2012-07-06,False,22397.634030270045
1,7,2012-07-13,False,19009.106068539088
1,7,2012-07-20,False,17715.8789300198
1,7,2012-07-27,False,16608.373814510767
1,7,2012-08-03,False,17323.20780365414
1,7,2012-08-10,False,15885.964992451136
1,7,2012-08-17,False,15429.84551708645
1,7,2012-08-24,False,14278.947486805384
1,7,2012-08-31,False,16024.955364155237
1,8,2012-07-06,False,37625.249043839605
1,8,2012-07-13,False,35844.13225879017
1,8,2012-07-20,False,36321.53253592792
1,8,2012-07-27,False,35761.22079839054
1,8,2012-08-03,False,37857.1721481258
1,8,2012-08-10,False,34457.45022525135
1,8,2012-08-17,False,34203.22953404728
1,8,2012-08-24,False,33583.33976735416
1,8,2012-08-31,False,38364.870006936224
1,9,2012-07-06,False,29567.587771846534
1,9,2012-07-13,False,22239.027498676063
1,9,2012-07-20,False,21580.965671016456
1,9,2012-07-27,False,20919.141880466224
1,9,2012-08-03,False,20708.01267285514
1,9,2012-08-10,False,19164.16303486991
1,9,2012-08-17,False,26335.797707034828
1,9,2012-08-24,False,25360.190062953712
1,9,2012-08-31,False,48376.81535859275
1,10,2012-07-06,False,33624.11458926564
1,10,2012-07-13,False,32118.451027385054
1,10,2012-07-20,False,32203.963456145582
1,10,2012-07-27,False,32075.155869416056
1,10,2012-08-03,False,34639.86635231143
1,10,2012-08-10,False,33509.39187275535
1,10,2012-08-17,False,33538.07388805514
1,10,2012-08-24,False,34055.70966099864
1,10,2012-08-31,False,33650.78428202039
1,11,2012-07-06,False,28909.532947916825
1,11,2012-07-13,False,30243.509416479905
1,11,2012-07-20,False,31013.948201556046
1,11,2012-07-27,False,27930.336367268403
1,11,2012-08-03,False,33491.928478379086
1,11,2012-08-10,False,26949.757599015076
1,11,2012-08-17,False,25335.334522385438
1,11,2012-08-24,False,22526.949058194
1,11,2012-08-31,False,21450.491779942353
1,12,2012-07-06,False,11602.911156104285
1,12,2012-07-13,False,10419.184428857046
1,12,2012-07-20,False,11657.46117310353
1,12,2012-07-27,False,11632.06493358441
1,12,2012-08-03,False,11505.625993178564
1,12,2012-08-10,False,12473.87564484902
1,12,2012-08-17,False,10108.540329502302
1,12,2012-08-24,False,9308.01867775746
1,12,2012-08-31,False,10744.977113650519
1,13,2012-07-06,False,41267.638124745834
1,13,2012-07-13,False,40888.81654290532
1,13,2012-07-20,False,40658.19642762517
1,13,2012-07-27,False,39528.34946946477
1,13,2012-08-03,False,43725.29636315678
1,13,2012-08-10,False,40156.97814587926
1,13,2012-08-17,False,42261.404536527145
1,13,2012-08-24,False,40686.99401978825
1,13,2012-08-31,False,44996.04989461278
1,14,2012-07-06,False,14830.47640412306
1,14,2012-07-13,False,13963.55327218031
1,14,2012-07-20,False,13883.930276326886
1,14,2012-07-27,False,13366.451315812817
1,14,2012-08-03,False,15188.506767444364
1,14,2012-08-10,False,14120.617613248578
1,14,2012-08-17,False,14561.452768258801
1,14,2012-08-24,False,12953.351832084409
1,14,2012-08-31,False,13920.066443614713
1,16,2012-07-06,False,34011.624921567505
1,16,2012-07-13,False,29108.877136952942
1,16,2012-07-20,False,27008.45494342572
1,16,2012-07-27,False,23475.12130618817
1,16,2012-08-03,False,24915.708733327454
1,16,2012-08-10,False,22307.911447293824
1,16,2012-08-17,False,20512.453759915894
1,16,2012-08-24,False,18525.618006475037
1,16,2012-08-31,False,19919.941806562012
1,17,2012-07-06,False,7531.960351299428
1,17,2012-07-13,False,7506.431675743245
1,17,2012-07-20,False,7862.762175630712
1,17,2012-07-27,False,7627.350470375203
1,17,2012-08-03,False,8190.811220955037
1,17,2012-08-10,False,7632.419255327367
1,17,2012-08-17,False,8494.277571987295
1,17,2012-08-24,False,8790.236573051596
1,17,2012-08-31,False,7622.384149860524
1,18,2012-07-20,False,-35.540409322791675
1,18,2012-08-17,False,-23.416910406165698
1,18,2012-08-24,False,-7.49930739026604
1,18,2012-08-31,False,55.377118829674146
1,19,2012-07-06,False,756.1460914380375
1,19,2012-07-13,False,923.6979825861279
1,19,2012-07-20,False,735.6268013484303
1,19,2012-07-27,False,742.6317897803608
1,19,2012-08-03,False,854.9391464359585
1,19,2012-08-10,False,935.6559502250973
1,19,2012-08-17,False,910.9465878374401
1,19,2012-08-24,False,871.7758343584362
1,19,2012-08-31,False,757.185516632301
1,20,2012-07-06,False,5655.526999260357
1,20,2012-07-13,False,5015.813842083386
1,20,2012-07-20,False,5020.481437708309
1,20,2012-07-27,False,4700.544880415371
1,20,2012-08-03,False,5195.754205490521
1,20,2012-08-10,False,4709.618854071072
1,20,2012-08-17,False,4881.0436697258265
1,20,2012-08-24,False,4194.22599771159
1,20,2012-08-31,False,4860.646434093884
1,21,2012-07-06,False,7720.416523569822
1,21,2012-07-13,False,7896.819544011354
1,21,2012-07-20,False,7412.891441339254
1,21,2012-07-27,False,7485.627374643087
1,21,2012-08-03,False,7801.344003611803
1,21,2012-08-10,False,7678.906447225809
1,21,2012-08-17,False,7544.978985601663
1,21,2012-08-24,False,7541.5286524832245
1,21,2012-08-31,False,7992.255395406484
1,22,2012-07-06,False,7363.162843484555
